,Case,CC3,Country,Year,Banking Crisis ,Banking_Crisis_Notes,Systemic Crisis,Gold Standard,exch_usd,exch_usd_alt1,exch_usd_alt2,exch_usd_alt3,conversion_notes,national currency,exch_primary source code,exch_sources,Domestic_Debt_In_Default,Domestic_Debt_ Notes/Sources,"SOVEREIGN EXTERNAL DEBT 1: DEFAULT and RESTRUCTURINGS, 1800-2012--Does not include defaults on WWI debt to United States and United Kingdom and post-1975 defaults on Official External Creditors","SOVEREIGN EXTERNAL DEBT 2: DEFAULT and RESTRUCTURINGS, 1800-2012--Does not include defaults on WWI debt to United States and United Kingdom but includes post-1975 defaults on Official External Creditors",Defaults_External_Notes,GDP_Weighted_default,<,"Inflation, Annual percentages of average consumer prices",Independence,Currency Crises,Inflation Crises,Unnamed: 0,Unnamed: 0.1,pop_est,continent,name,iso_a3,gdp_md_est,Order,Country of president,President,Location continent,Location country,Location city,Date start,Date end,Subject,Participants,Source,Link,year
923,54,RUS,Russia,2005,0.0,,0.0,0.0,28.7825,28.7825,,,Series already adjusted for 100-to-1 conversion here; National currency per USD,"1613-1921 first ruble (assignatzia co-circulated during 1769-1843), 1922 second ruble, 1923-1924 third ruble, 1924-1947 fourth (gold) ruble, 1947-1961 fifth ruble, 1961-1997 sixth ruble, 1998-present seventh ruble.",,Primary source is US dollar level; alt1 series is US dollar adjusted,0.0,,0,0.0,,0,0.0,12.7,1,0,0.0,167.0,18.0,142257519.0,Europe,Russia,RUS,3745000.0,934.0,China,Hu Jintao,,Russia,Moscow,2005-05-08,2005-05-09,"Hu Jintao met with South Korean President Roh Moo-hyun., Hu Jintao met with Turkmen President Saparmurad Niyazov., Hu Jintao made remarks during a meeting with Russian veterans who helped China force out the Japanese during World War II., Hu Jintao met with Romanian President Traian Bbasescu., Hu Jintao met with French President Jacques Chirac., Hu Jintao met with Russian President Vladimir Putin., Hu Jintao attended a celebration ceremony marking the 60th anniversary of the victory of Russia's Great Patriotic War.","Hu Jintao, Tang Jiaxuan,  Roh Moo-hyun, Hu Jintao, Tang Jiaxuan, Saparmurad Niyazov, Hu Jintao, Tang Jiaxuan, Hu Jintao, Tang Jiaxuan, Traian Bbasescu, Hu Jintao, Tang Jiaxuan, Jacques Chirac, Hu Jintao, Tang Jiaxuan, Vladimir Putin, Hu Jintao, Tang Jiaxuan",,http://www.chinavitae.com//vip/index.php?mode=show&id=3545,2005.0
925,54,RUS,Russia,2007,0.0,,0.0,0.0,24.5462,24.5462,,,Series already adjusted for 100-to-1 conversion here; National currency per USD,"1613-1921 first ruble (assignatzia co-circulated during 1769-1843), 1922 second ruble, 1923-1924 third ruble, 1924-1947 fourth (gold) ruble, 1947-1961 fifth ruble, 1961-1997 sixth ruble, 1998-present seventh ruble.",,Primary source is US dollar level; alt1 series is US dollar adjusted,0.0,,0,0.0,,0,0.0,9.0,1,0,0.0,164.0,18.0,142257519.0,Europe,Russia,RUS,3745000.0,900.0,China,Hu Jintao,,Russia,Kazan,2007-03-26,2007-03-28,"Hu Jintao and Russian President Vladimir Vladimirovich Putin participated in the opening ceremony of the ""Year of China"" in Russia. , Hu Jintao met with Russian Prime Minister Mikhail Fradkov., Hu Jintao met with Boris Gryzlov, chairman of the State Duma of Russia., Hu Jintao met with President of Republic of Tatarstan Mintimer Shaimiyev.","Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Sun Jiazheng, Wu Yi, Vladimir Putin, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Sun Jiazheng, Wu Yi, Mikhail Fradkov, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Sun Jiazheng, Wu Yi, Boris Gryzlov, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Sun Jiazheng, Wu Yi,  Shaimiyev",http://news.xinhuanet.com/english/2007-03/29/content_5909711.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5801,2007.0
928,54,RUS,Russia,2010,1.0,,0.0,0.0,30.4769,30.4769,,,Series already adjusted for 100-to-1 conversion here; National currency per USD,"1613-1921 first ruble (assignatzia co-circulated during 1769-1843), 1922 second ruble, 1923-1924 third ruble, 1924-1947 fourth (gold) ruble, 1947-1961 fifth ruble, 1961-1997 sixth ruble, 1998-present seventh ruble.",,Primary source is US dollar level; alt1 series is US dollar adjusted,0.0,,0,0.0,,0,0.0,6.9,1,0,0.0,161.0,18.0,142257519.0,Europe,Russia,RUS,3745000.0,866.0,China,Hu Jintao,,Russia,Moscow,2010-05-08,2010-05-09,"Hu Jintao met with representatives of the Russian war veterans who helped China battle Japanese troops in the World Anti-Fascist War., Hu Jintao met with Russian Prime Minister Vladimir Putin., Hu Jintao joined other state leaders in celebrations marking the 65th anniversary of Russia's victory., Hu Jintao met with Russian President Dmitry Medvedev.","Hu Jintao, Dai Bingguo, Ling Jihua, Ma Xiaotian, Wang Huning, Yang Jiechi, Hu Jintao, Dai Bingguo, Ling Jihua, Ma Xiaotian, Wang Huning, Yang Jiechi, Vladimir Putin, Hu Jintao, Dai Bingguo, Ling Jihua, Ma Xiaotian, Wang Huning, Yang Jiechi, Hu Jintao, Dai Bingguo, Ling Jihua, Wang Huning, Yang Jiechi, Dmitry Medvedev",http://news.xinhuanet.com/english2010/china/2010-05/09/c_13284332.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=8342,2010.0
929,54,RUS,Russia,2011,1.0,,0.0,0.0,32.1961,32.1961,,,Series already adjusted for 100-to-1 conversion here; National currency per USD,"1613-1921 first ruble (assignatzia co-circulated during 1769-1843), 1922 second ruble, 1923-1924 third ruble, 1924-1947 fourth (gold) ruble, 1947-1961 fifth ruble, 1961-1997 sixth ruble, 1998-present seventh ruble.",,Primary source is US dollar level; alt1 series is US dollar adjusted,0.0,,0,0.0,,0,1.0,8.4,1,0,0.0,160.0,18.0,142257519.0,Europe,Russia,RUS,3745000.0,855.0,China,Hu Jintao,,Russia,St. Petersburg,2011-06-15,2011-06-18,"President Hu Jintao Arrives in Russia for State Visit and the St. Petersburg International Economic Forum, Chinese president arrives in Moscow to boost cooperation, President Hu Jintao Meets with Russian Prime Minister Putin, Chinese, Russian presidents hold talks on co-op, Hu calls for dedication to developing China-Russia partnership, China, Russia issue joint statement on major international issues, Chinese, Russian presidents meet for deepening strategic partnership, China, Sri Lanka vow to enhance cooperation, Chinese president calls for joint efforts to address world economic challenges, Chinese president wraps up state visit to Russia","Hu Jintao, Alexander Avdeyev, Hu Jintao, Vladimir Putin, Hu Jintao, Dmitry Medvedev, Hu Jintao, Dmitry Medvedev, Hu Jintao, Dmitry Medvedev, Hu Jintao, Mahinda Rajapakse, Hu Jintao",http://news.xinhuanet.com/english2010/china/2011-06/18/c_13937036.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=11252,2011.0
931,54,RUS,Russia,2013,1.0,,0.0,0.0,32.7292,32.7292,,,Series already adjusted for 100-to-1 conversion here; National currency per USD,"1613-1921 first ruble (assignatzia co-circulated during 1769-1843), 1922 second ruble, 1923-1924 third ruble, 1924-1947 fourth (gold) ruble, 1947-1961 fifth ruble, 1961-1997 sixth ruble, 1998-present seventh ruble.",,Primary source is US dollar level; alt1 series is US dollar adjusted,0.0,,0,0.0,,0,0.0,6.8,1,0,0.0,158.0,18.0,142257519.0,Europe,Russia,RUS,3745000.0,843.0,China,Xi Jinping,,Russia,Moscow,2013-03-22,2013-03-24,"#China's new president arrives in Moscow for state visit #Russia, #Chinese, #Russian presidents vow to enhance comprehensive strategic cooperation, Visiting #Chinese President Xi welcomed by #Russian President Putin, Xi, top Russian legislator vow to enhance inter-parliamentary ties #China #Russia, Xi hopes #China, #Russia to boost military ties, #China, #Russia outline cooperation priorities, urge new type of great-power relations, Xi Jinping visits #Russia, meets with Vladimir Putin, makes push for tourism cooperation, Xi Jinping calls for closer #China-#Russia cultural bonds","Xi Jinping, Viktor Ishayev, Xi Jinping, Vladimir Putin, Xi Jinping, Vladimir Putin, Xi Jinping, Sergei Naryshkin, Xi Jinping, Sergei Shoigu, Xi Jinping, Vladimir Putin, Xi Jinping, Vladimir Putin, Xi Jinping",http://news.xinhuanet.com/english/china/2013-03/25/c_124496967.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=16739,2013.0
957,56,ZAF,South Africa,2007,0.0,,0.0,0.0,6.81,,,,Series already adjusted for 100-to-1 conversion here; National currency per USD,"17th-18th centuries Dutch monies,19th century British monies, 1920-1961, 1920-1961-South Africa pound, 1961-present rand ",,Primary source is US dollar level,0.0,,0,0.0,,0,0.0,7.1,1,0,0.0,188.0,25.0,54841552.0,Africa,South Africa,ZAF,739100.0,903.0,China,Hu Jintao,,South Africa,Pretoria,2007-02-06,2007-02-06,Hu Jintao held talks with South African President Thabo Mbeki.,"Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Thabo Mbeki",http://news.xinhuanet.com/english/2007-02/07/content_5706089.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5706,2007.0
966,56,ZAF,South Africa,2015,,,0.0,0.0,15.57,,,,Series already adjusted for 100-to-1 conversion here; National currency per USD,"17th-18th centuries Dutch monies,19th century British monies, 1920-1961, 1920-1961-South Africa pound, 1961-present rand ",,Primary source is US dollar level,0.0,,0,0.0,,0,0.0,4.6,1,0,0.0,186.0,25.0,54841552.0,Africa,South Africa,ZAF,739100.0,794.0,China,Xi Jinping,,South Africa,Johannesburg,2015-12-01,2015-12-04,"Xi extends congratulations on opening of China-Africa media summit, Chinese president arrives for state visit to South Africa, Chinese, South African presidents vow to cement partnership, Xi pledges support for AU's role in regional, global affairs ahead of China-Africa summit, China to help Ebola-hit Guinea hone health care capacity, Chinese president praises Africa's rapid development, Xi announces 10 major China-Africa cooperation plans for coming 3 years, President Xi meets with Nigerian President Muhammadu Buhari, China to deepen infrastructure cooperation with Namibia, Xi urges to accelerate cooperation with Egypt in production capacity, security,  Mugabe hails China's engagement with Africa, slams West's double standards, China firmly supports Somali national reconstruction, ready to increase aid: Xi, Xi urges China, Comoros to enhance economic cooperation, Xi raises 5-point proposal on boosting China-Africa cooperation","Xi Jinping, Liyuan Peng, Xi Jinping, Jacob Zuma, Xi Jinping, Nkosazana Dlamini-Zuma, Xi Jinping, Alpha Conde, Xi Jinping, Muhammadu Buhari, Xi Jinping, Hage Geingob, Xi Jinping, Sherif Ismail, Xi Jinping, Robert Mugabe, Xi Jinping, Hassan Sheikh Mohamoud, Xi Jinping",http://news.xinhuanet.com/english/2015-12/05/c_134886996.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=23660,2015.0
971,57,ESP,Spain,2004,0.0,,0.0,,0.73,,,,Series already adjusted for 100-to-1 conversion here; National currency per USD,"12th century-1847-maravedis,1847-1859-real is unit of account, 1859-1864-peseta, 1864-1868-escudo, 1868-1998 peseta, 1999-present euro",,Primary source is US dollar level,0.0,,0,0.0,,0,0.0,3.1,1,0,0.0,747.0,132.0,48958159.0,Europe,Spain,ESP,1690000.0,938.0,China,Hu Jintao,,Spain,Gran Canaria,2004-11-24,2004-11-24,Hu Jintao met with Spanish Crown Prince Felipe de Borbon y Grecia.,"Hu Jintao, Prince Felipe de Borbon y Grecia",,http://www.chinavitae.com//vip/index.php?mode=show&id=2938,2004.0
984,57,ESP,Spain,2016,,,0.0,,0.8942,,,,Series already adjusted for 100-to-1 conversion here; National currency per USD,"12th century-1847-maravedis,1847-1859-real is unit of account, 1859-1864-peseta, 1864-1868-escudo, 1868-1998 peseta, 1999-present euro",SPANPE$,Primary source is WM/Reuters daily,,,0,0.0,,0,,-0.4,1,0,,745.0,132.0,48958159.0,Europe,Spain,ESP,1690000.0,779.0,China,Xi Jinping,,Spain,Gran Canaria,2016-11-24,2016-11-24,Xi Jinping Meets with Deputy Prime Minister Soraya Saenz de Santamaria of Spain,"Xi Jinping, Soraya Saenz de Santamaria",http://www.fmprc.gov.cn/mfa_eng/zxxx_662805/t1419605.shtml,http://www.chinavitae.com//vip/index.php?mode=show&id=25753,2016.0
998,58,LKA,Sri Lanka,2014,0.0,,0.0,0.0,131,,,,Series already adjusted for 100-to-1 conversion here; National currency per USD,"1827-1872 British monies, 1872-1929 Indian rupee, 1929-1973 Ceylon rupee, 1973-present Sri Lanka rupee",,Primary source is US dollar level,0.0,,0,1.0,,0,0.0,3.3,1,0,0.0,768.0,138.0,22409381.0,Asia,Sri Lanka,LKA,236700.0,813.0,China,Xi Jinping,,Sri Lanka,Colombo,2014-09-16,2014-09-16,"Chinese, Sri Lankan presidents agree to deepen strategic cooperative partnership, Chinese, Sri Lankan presidents agree to deepen strategic cooperative partnership, Chinese president receives grand welcome in Sri Lanka","Xi Jinping, Mahinda Rajapaksa, Xi Jinping, Mahinda Rajapaksa, Xi Jinping, Mahinda Rajapaksa",http://news.xinhuanet.com/english/photo/2014-09/17/c_133648393_2.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=20672,2014.0
1007,59,SWE,Sweden,2007,0.0,,0.0,0.0,0.68,,,,Series already adjusted for 100-to-1 conversion here; National currency per USD,"1776-1873 riksdaler, 1873-present krona",,Primary source is US dollar level,0.0,,0,0.0,,0,0.0,2.2,1,0,0.0,537.0,110.0,9960487.0,Europe,Sweden,SWE,498100.0,898.0,China,Hu Jintao,,Sweden,Stockholm,2007-06-09,2007-06-10,"Hu Jintao met with Swedish King Carl XVI Gustaf., Hu Jintao held official talks with Swedish Prime Minister Fredrik Reinfeldt.","Hu Jintao, Tang Jiaxuan, Carl XVI Gustaf, Hu Jintao, Tang Jiaxuan, Fredrik Reinfeldt",http://news.xinhuanet.com/english/2007-06/10/content_6224005.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5958,2007.0
1066,63,TUN,Tunisia,2002,0.0,,0.0,0.0,1.3341,,,,Series already adjusted for 100-to-1 conversion here; National currency per USD,"18th-19th centuries-piaster, 1881-1904 Algerian francs, 1904-1958 Tunisia franc, 1958-present Tunisian dinar",,Primary source is US dollar level,0.0,,0,0.0,,0,1.0,2.7,1,0,0.0,352.0,81.0,11403800.0,Africa,Tunisia,TUN,130800.0,965.0,China,Jiang Zemin,,Tunisia,,2002-04-16,2002-04-20,"Tour in Europe,Africa,Iran",Tunisian President Zine al-Abidine Ben Ali,http://pg.china-embassy.org/eng/xwdt/t48072.htm,,2002.0
1105,65,GBR,United Kingdom,2005,0.0,,0.0,0.0,0.580753818,1.7219,,,Series already adjusted for 100-to-1 conversion here; National currency per USD,,,Primary source is pound/US dollar GBP; alt1 series is US dollar/pound level,0.0,,0,0.0,,0,0.0,2.8,1,0,0.0,852.0,143.0,64769452.0,Europe,United Kingdom,GBR,2788000.0,924.0,China,Hu Jintao,,United Kingdom,London,2005-11-08,2005-11-09,"Hu Jintao met with Britain's Liberal Democrats party leader Charles Kennedy., Hu Jintao met with Britain's Conservative Party leader Michael Howard., Hu Jintao met with British Queen Elizabeth II and her husband Prince Philip., Hu Jintao held talks with British Prime Minister Tony Blair.","Hu Jintao, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Charles Kennedy, Hu Jintao, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Michael Howard, Hu Jintao, Li Zhaoxing, Ma Kai, Tang Jiaxuan,  Prince Philip,  Queen Elizabeth II, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Tony Blair",,http://www.chinavitae.com//vip/index.php?mode=show&id=4311,2005.0
1110,65,GBR,United Kingdom,2009,1.0,,0.0,0.0,0.617474529,1.6195,,,Series already adjusted for 100-to-1 conversion here; National currency per USD,,,Primary source is pound/US dollar GBP; alt1 series is US dollar/pound level,0.0,,0,0.0,,0,0.0,-0.5,1,0,0.0,851.0,143.0,64769452.0,Europe,United Kingdom,GBR,2788000.0,878.0,China,Hu Jintao,,United Kingdom,London,2009-04-01,2009-04-02,"Hu Jintao met with French President Nicolas Sarkozy., Hu Jintao met with Russian President Dmitry Medvedev., Hu Jintao met with British Prime Minister Gordon Brown., Hu Jintao met with U.S. President Barack Obama., Hu Jintao met with Australian Prime Minister Kevin Rudd., Hu Jintao met with Japanese Prime Minister Taro Aso., Hu Jintao met with Brazilian President Luiz Inacio Lula da Silva. , Hu Jintao attended the Group of 20 summit.","Hu Jintao, Chen Deming, Dai Bingguo, Ling Jihua, Wang Huning, Wang Qishan, Xie Xuren, Yang Jiechi, Zhou Xiaochuan, Nicolas Sarkozy, Hu Jintao, Chen Deming, Dai Bingguo, Ling Jihua, Wang Huning, Wang Qishan, Xie Xuren, Yang Jiechi, Zhou Xiaochuan, Dmitry Medvedev, Chen Deming, Dai Bingguo, Hu Jintao, Ling Jihua, Wang Huning, Wang Qishan, Xie Xuren, Yang Jiechi, Zhou Xiaochuan, Gordon Brown, Hu Jintao, Chen Deming, Dai Bingguo, Ling Jihua, Wang Huning, Wang Qishan, Xie Xuren, Yang Jiechi, Zhou Xiaochuan, Barack Obama, Hu Jintao, Chen Deming, Dai Bingguo, Ling Jihua, Wang Huning, Wang Qishan, Xie Xuren, Yang Jiechi, Zhou Xiaochuan, Kevin Rudd, Hu Jintao, Chen Deming, Dai Bingguo, Ling Jihua, Wang Huning, Wang Qishan, Xie Xuren, Yang Jiechi, Zhou Xiaochuan, Taro Aso, Hu Jintao, Chen Deming, Dai Bingguo, Ling Jihua, Wang Huning, Wang Qishan, Xie Xuren, Yang Jiechi, Zhou Xiaochuan, Luiz Inacio da Silva Lula, Hu Jintao, Chen Deming, Dai Bingguo, Ling Jihua, Wang Huning, Wang Qishan, Xie Xuren, Yang Jiechi, Zhou Xiaochuan",http://news.xinhuanet.com/english/2009-04/03/content_11122973.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=7373,2009.0
1116,65,GBR,United Kingdom,2015,,,0.0,0.0,0.64,1.5625,,,Series already adjusted for 100-to-1 conversion here; National currency per USD,,,Primary source is pound/US dollar GBP; alt1 series is US dollar/pound level,0.0,,0,0.0,,0,1.0,0.1,1,0,0.0,850.0,143.0,64769452.0,Europe,United Kingdom,GBR,2788000.0,801.0,China,Xi Jinping,,United Kingdom,Manchester,2015-10-19,2015-10-23,"Xi arrives for UK visit, eyes ""golden time"" for bilateral ties, Xi Jinping and Peng Liyuan Attend Welcoming Banquet Hosted by Queen Elizabeth II of UK, Britain holds royal welcome for Chinese president on ""super"" state visit, Queen Elizabeth II hosts welcome ceremony for President Xi, Work Together to Promote Openness,Inclusiveness and Peaceful Development, China to build global comprehensive strategic partnership with Britain, Chinese, French firms sign agreement on British nuclear power project, Xi underscores socialist path, peaceful development, President Xi, Prince William tour China-Britain creative industry exhibition, No hard landing for Chinese economy despite downward pressure, China, Britain lift ties to ""global"" level, Xi Jinping Holds Group Meeting with UK Friends, Xi Jinping Attends the Opening Ceremony of Annual Conference of UK Confucius Institutes and Classrooms, Xi visits Mobile Satellite Company in London, Xi, Queen Elizabeth II laud China-Britain relations, Xi bids farewell to British Queen, Xi addressing an opening ceremony of an annual meeting of Confucius Institutes in Britain, Celebrating Chinese & British culture at Lancaster House, Chinese president wraps up British visit in Manchester","Xi Jinping,  Queen Elizabeth II, Xi Jinping",http://news.xinhuanet.com/english/2015-10/24/c_134744785.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=23345,2015.0
1134,67,URY,Uruguay,2001,0.0,,0.0,,14.768,14.767999999999999,,,Series already adjusted for 100-to-1 conversion here; National currency per USD,"16th-19th century-Spanish moneis and Mexican silver coins, 1862-present-Uruguay peso",,Primary source is US dollar level; alt1 series is US dollar adjusted,0.0,,0,0.0,,0,,4.4,1,1,0.0,207.0,28.0,3360148.0,South America,Uruguay,URY,73250.0,978.0,China,Jiang Zemin,,Uruguay,,2001-04-10,2001-04-11,Tour of Latin Americca,,china.org.cn/english/2001/Apr/9917.htm,https://www.fmprc.gov.cn/web/ziliao_674904/zt_674979/ywzt_675099/2355_676073/,2001.0
1150,68,VEN,Venezuela,2001,0.0,,0.0,0.0,0.757,,,,Series already adjusted for 100-to-1 conversion here; National currency per USD,"16th century-1829-Spanish monies, 1830-1856-various foreign monies, 1857-1887-Venezolano, 1887-present Bolivar",,Primary source is US dollar level; alt1 series is US dollar adjusted,0.0,,0,0.0,,0,0.0,12.5,1,0,0.0,246.0,40.0,31304016.0,South America,Venezuela,VEN,468600.0,975.0,China,Jiang Zemin,,Venezuela,,2001-04-15,2001-04-17,Tour of Latin Americca,,http://www.china.org.cn/english/2001/Apr/9917.htm,https://www.fmprc.gov.cn/web/ziliao_674904/zt_674979/ywzt_675099/2355_676073/,2001.0
1163,68,VEN,Venezuela,2014,0.0,,0.0,0.0,6.2921,,,,Series already adjusted for 100-to-1 conversion here; National currency per USD,"16th century-1829-Spanish monies, 1830-1856-various foreign monies, 1857-1887-Venezolano, 1887-present Bolivar",,Primary source is US dollar level; alt1 series is US dollar adjusted,0.0,,0,0.0,,0,0.0,62.2,1,1,1.0,245.0,40.0,31304016.0,South America,Venezuela,VEN,468600.0,818.0,China,Xi Jinping,,Venezuela,Caracas,2014-07-20,2014-07-21,"Chinese president receives Liberator Medal in Caracas, Venezuela, China, Venezuela lift ties to comprehensive strategic partnership, Chinese president arrives in Venezuela for state visit, Xi Jinping Meets with President of the National Assembly Diosdado Cabello of Venezuela, Xi urges stronger parliamentary exchanges between China, Venezuela, Xi visits Chavez's mausoleum to pay respect to China's ""great friend""","Xi Jinping, Nicolas Maduro, Xi Jinping, Nicolas Maduro, Xi Jinping, Nicolas Maduro, Xi Jinping, Diosdado Cabello, Xi Jinping, Diosdado Cabello, Xi Jinping",http://news.xinhuanet.com/english/china/2014-07/22/c_133500516.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=20297,2014.0
1172,69,ZMB,Zambia,2007,0.0,,0.0,,3.83,,,,Series already adjusted for 100-to-1 conversion here; National currency per USD,"1891-1940-British monies,1940-1956 Southern Rhodesia pound, 1956-1963 Rhodesia & Nyasaland pound, 1964-present kwacha",,Primary source is US dollar level; alt1 series is US dollar adjusted,0.0,,0,0.0,,0,0.0,10.7,1,0,0.0,332.0,70.0,15972000.0,Africa,Zambia,ZMB,65170.0,905.0,China,Hu Jintao,,Zambia,Lusaka,2007-02-03,2007-02-03,Hu Jintao held talks with Zambian President Levy Patrick Mwanawasa.,"Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Levy Patrick Mwanawasa",http://news.xinhuanet.com/english/2007-02/04/content_5691404.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5702,2007.0
1196,70,ZWE,Zimbabwe,2015,,,0.0,,,,,,Series already adjusted for 100-to-1 conversion here; National currency per USD,"1891-1940-British monies,1940-1956-Southern Rhodesia pound, 1956-1964 Rhodesia & Nyasaland pound, Rhodesian dollar 1970-1980, Zimbabwe dollar 1980-2009, 2009-present foreign currencies",,Primary source is US dollar level; alt1 series is IFS level,1.0,,1,1.0,,0,,-2.4,1,0,0.0,300.0,48.0,13805084.0,Africa,Zimbabwe,ZWE,28330.0,795.0,China,Xi Jinping,,Zimbabwe,Harare,2015-12-01,2015-12-01,All-weather China-Zimbabwe friendship sets sail for more fruitful cooperation,"Xi Jinping, Robert Mugabe",http://news.xinhuanet.com/english/2015-12/02/c_134876560.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=23635,2015.0
