,Unnamed: 0,pop_est,continent,name,iso_a3,gdp_md_est,Order,Country of president,President,Location continent,Location country,Location city,Date start,Date end,Subject,Participants,Source,Link,year
98,6,29748859,Asia,Uzbekistan,UZB,202300,671,Russia,Putin,,Uzbekistan,,8.6.2003,,President Vladimir Putin took a sightseeing tour of Samarkand,,,http://en.kremlin.ru/events/president/trips/45496,2003
100,6,29748859,Asia,Uzbekistan,UZB,202300,832,China,Xi Jinping,,Uzbekistan,Samarkand,9.8.2013,9.10.2013,"Chinese president arrives in Tashkent for Uzbekistan visit #China #Uzbekistan, Chinese president tables five-point proposal on cooperation with #Uzbekistan, Xi calls for closer #China-#Uzbekistan parliamentary exchanges, #China, #Uzbekistan vow to strengthen cultural exchanges, President Xi visits ancient observatory in Samarkand, #Uzbekistan #China","Xi Jinping, Islam Karimov, Xi Jinping, Islam Karimov, Xi Jinping, Islam Karimov, Xi Jinping, Islam Karimov, Xi Jinping, Islam Karimov",http://news.xinhuanet.com/english/photo/2013-09/10/c_132709383.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=17958,2013
104,8,260580739,Asia,Indonesia,IDN,3028000,46,USA,W. BUSH,,Indonesia,Denpasar (Bali),22.10.2003,22.10.2003,Met with President Sukarnoputri and Muslim religious leaders.,,,,2003
105,8,260580739,Asia,Indonesia,IDN,3028000,90,USA,W. BUSH,,Indonesia,"Jakarta, Bogor",20.11.2006,20.11.2006,Met with President Yudhoyono.,,,,2006
106,8,260580739,Asia,Indonesia,IDN,3028000,170,USA,OBAMA,,Indonesia,Jakarta,11.9.2010,11.10.2010,Met with President Yudhoyono.,,,,2010
108,8,260580739,Asia,Indonesia,IDN,3028000,418,Russia,Putin,,Indonesia,,10.7.2013,,Meeting with President of Indonesia Susilo Bambang Yudhoyono,,,http://en.kremlin.ru/events/president/trips/19383,2013
109,8,260580739,Asia,Indonesia,IDN,3028000,576,Russia,Putin,,Indonesia,,9.6.2007,,President Vladimir Putin has arrived in Indonesia for a state visit,,,http://en.kremlin.ru/events/president/trips/45728,2007
110,8,260580739,Asia,Indonesia,IDN,3028000,807,China,Xi Jinping,,Indonesia,Jakarta,21.4.2015,23.4.2015,"Xi Jinping Arrives in Jakarta for Attendance of Asian-African Summit and Activities Commemorating the 60th Anniversary of the Bandung Conference, Chinese president arrives in Indonesia for Asian-African summit, Bandung commemorations, Xi urges to build new type of international relations on Bandung Spirit, Chinese president starts addressing Asian-African summit, China, Indonesia vow to further deepen comprehensive strategic partnership, Xi, Abe meet in Jakarta on China-Japan ties, China backs political solution to northern Myanmar issue, eyes boosted cooperation, China's proposal at Asian-African summit to benefit people on two continents: Indonesian envoy, Xi raises three-point proposal on carrying forward Bandung Spirit, China pledges support for Zimbabwe's development, China, Cambodia pledge closer cooperation under Belt and Road framework, Xi calls for fair, balanced, all-win Iranian nuclear deal","Xi Jinping, Joko Widodo, Xi Jinping, Shinzo Abe, Xi Jinping, Thein Sein U, Xi Jinping, Robert Mugabe, Xi Jinping, Hun Sen, Xi Jinping, Hassan Rouhani",http://news.xinhuanet.com/english/2015-04/23/c_134177935.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=22122,2015
112,8,260580739,Asia,Indonesia,IDN,3028000,830,China,Xi Jinping,,Indonesia,Jakarta,10.2.2013,10.3.2013,"#China proposes establishing Asian infrastructure investment bank #Indonesia, Chinese, Indonesian presidents agree to lift ties to comprehensive strategic partnership, President Xi Jinping Visits a Photography Exhibition on Sino-Indonesian Friendship and Expects the Young People of the Two Countries to Build a Bridge of Friendship between the Chinese and Indonesian People #Chiha #Indonesia, Chinese president stresses peaceful solution to South #China Sea disputes, #China, #Indonesia call for efforts to maintain peace in South China Sea, #China, #Indonesia aim for 80 bln dollars in bilateral trade by 2015, Chinese, Indonesian presidents chart course of future bilateral cooperation #China #Indonesia","Xi Jinping, Susilo Bambang Yudhoyono, Xi Jinping, Susilo Bambang Yudhoyono, Xi Jinping, Susilo Bambang Yudhoyono, Xi Jinping, Susilo Bambang Yudhoyono",http://news.xinhuanet.com/english/china/2013-10/04/c_132771091.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=18142,2013
115,9,44293293,South America,Argentina,ARG,879400,243,USA,OBAMA,,Argentina,"Buenos Aires, San Carlos de Bariloche",23.3.2016,24.3.2016,Met with President Mauricio Macri. Toured Llao Llao Park.,,,,2016
116,9,44293293,South America,Argentina,ARG,879400,283,USA,TRUMP,,Argentina,Buenos Aires,29.11.2018,12.1.2018,Participated in the Gâ20 Leadersâ Summit.,,,,2018
118,9,44293293,South America,Argentina,ARG,879400,403,Russia,Putin,,Argentina,,7.11.2014,,Interview to Prensa Latina and ITAR-TASS,,,http://en.kremlin.ru/events/president/trips/46238,2014
119,9,44293293,South America,Argentina,ARG,879400,502,Russia,Dmitry Medvedev,,Argentina,,15.4.2010,,Dmitry Medvedev met with Russian and Argentine business community members,,,http://en.kremlin.ru/events/president/trips/7463,2010
121,9,44293293,South America,Argentina,ARG,879400,819,China,Xi Jinping,,Argentina,Buenos Aires,18.7.2014,19.7.2014,"Chinese president arrives in Argentina for state visit, China, Argentina upgrade ties to comprehensive strategic partnership, Chinese president calls for objective probe of MH17 crash, China, Argentina seek closer cooperation, Xi Jinping Receives Key to the City of Buenos Aires, Xi Jinping Visits Argentine Republic Farm, Xi expects more interactions between NPC, Argentine parliament, Chinese president visits Argentine farm, stressing agricultural cooperation, Chinese president sends messages of condolence to Malaysian, Dutch leaders","Xi Jinping, Cristina Fernandez de Kirchner, Xi Jinping, Cristina Fernandez de Kirchner, Xi Jinping, Mauricio Macri, Xi Jinping, JuliÃ¡n DomÃ­nguez, Xi Jinping, Amado Boudou, Xi Jinping, Julian Dominguez, Xi Jinping",http://news.xinhuanet.com/english/china/2014-07/19/c_133496224.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=20262,2014
122,9,44293293,South America,Argentina,ARG,879400,942,China,Hu Jintao,,Argentina,Buenos Aires,16.11.2004,16.11.2004,"Hu Jintao held talks with Argentine President Nestor Kirchner. 
","Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Nestor Kirchner",,http://www.chinavitae.com//vip/index.php?mode=show&id=2895,2004
123,9,44293293,South America,Argentina,ARG,879400,979,China,Jiang Zemin,,Argentina,,4.7.2001,4.9.2001,Tour of Latin Americca,,china.org.cn/english/2001/Apr/9917.htm,https://www.fmprc.gov.cn/web/ziliao_674904/zt_674979/ywzt_675099/2355_676073/,2001
125,10,17789267,South America,Chile,CHL,436100,176,USA,OBAMA,,Chile,Santiago,21.3.2011,22.3.2011,Met with President Pinera.,,,,2011
127,10,17789267,South America,Chile,CHL,436100,645,Russia,Putin,,Chile,,19.11.2004,,President Vladimir Putin has begun his two-day official visit to Chile with the meeting wih deputies of the Chilean National Congress,,,http://en.kremlin.ru/events/president/trips/45540,2004
128,10,17789267,South America,Chile,CHL,436100,780,China,Xi Jinping,,Chile,Santiago,22.11.2016,22.11.2016,"Xi Jinping Holds Talks with President Michelle Bachelet of Chile, Xi Jinping Attends Opening Ceremony of China-Latin America Media Leaders Summit, Chinese president arrives in Chile for state visit, China, Chile agree to initiate talks on FTA upgrade","Xi Jinping, Michelle Bachelet, Xi Jinping, Michelle Bachelet, Xi Jinping, Michelle Bachelet",http://news.xinhuanet.com/english/2016-11/23/c_135851112.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=25716,2016
130,10,17789267,South America,Chile,CHL,436100,980,China,Jiang Zemin,,Chile,,4.5.2001,4.7.2001,Tour of Latin Americca,,china.org.cn/english/2001/Apr/9917.htm,https://www.fmprc.gov.cn/web/ziliao_674904/zt_674979/ywzt_675099/2355_676073/,2001
131,11,83301151,Africa,Dem. Rep. Congo,COD,66010,840,China,Xi Jinping,,Dem. Rep. Congo,Brazzaville,29.3.2013,30.3.2013,"Chinese president arrives in Brazzaville for state visit #China #Congo, Chinese president pledges to enhance cooperation with Republic of #Congo, Africa #China, #China's new president concludes first foreign visit with fruitful results, Xi encourages Chinese doctors to help further improve #Africa's health care services #China","Xi Jinping, Denis Sassou Nguesso, Xi Jinping, Denis Sassou Nguesso",http://news.xinhuanet.com/english/china/2013-03/31/c_124523773.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=16791,2013
132,12,7531386,Africa,Somalia,SOM,4719,,,,,,,,,,,,,0
133,13,47615739,Africa,Kenya,KEN,152700,235,USA,OBAMA,,Kenya,Nairobi,24.7.2015,26.7.2015,"Attended Global Entrepreneurship Summit and met with President Uhuru 
Kenyatta. Attended a State dinner.",,,,2015
135,14,37345935,Africa,Sudan,SDN,176300,906,China,Hu Jintao,,Sudan,Khartoum,2.2.2007,2.2.2007,Hu Jintao held talks with Sudanese President Omar Hassan Ahmed al-Bashir.,"Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Omar Hassan Ahmed al-Bashir",http://news.xinhuanet.com/english/2007-02/02/content_5688927.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5700,2007
136,15,12075985,Africa,Chad,TCD,30590,559,Russia,Dmitry Medvedev,,Chad,,23.5.2008,,Russian-Chinese high-level talks took place in Beijing,,,http://en.kremlin.ru/events/president/trips/4552,2008
137,15,12075985,Africa,Chad,TCD,30590,609,Russia,Putin,,Chad,,21.3.2006,,Vladimir Putin's two-day official visit to China has begun,,,http://en.kremlin.ru/events/president/trips/45585,2006
138,15,12075985,Africa,Chad,TCD,30590,649,Russia,Putin,,Chad,,14.10.2004,,President Vladimir Putin has arrived in China on an official visit,,,http://en.kremlin.ru/events/president/trips/45535,2004
139,15,12075985,Africa,Chad,TCD,30590,687,Russia,Putin,,Chad,,27.11.2002,,Xinhua news agency and China Central Television (CCTV) interviewed President Vladimir Putin,,,http://en.kremlin.ru/events/president/trips/45466,2002
142,18,142257519,Europe,Russia,RUS,3745000,19,USA,W. BUSH,,Russia,"Moscow, St. Petersburg",23.5.2002,26.5.2002,Summit meeting with President Putin. Signed strategic arms reduction treaty.,,,,2002
143,18,142257519,Europe,Russia,RUS,3745000,26,USA,W. BUSH,,Russia,St. Petersburg,22.11.2002,22.11.2002,Met with President Putin.,,,,2002
144,18,142257519,Europe,Russia,RUS,3745000,32,USA,W. BUSH,,Russia,St. Petersburg,31.5.2003,6.1.2003,"Met with President Putin and attended ceremonies commemorating the cityâs 
300th anniversary.",,,,2003
145,18,142257519,Europe,Russia,RUS,3745000,66,USA,W. BUSH,,Russia,Moscow,5.8.2005,5.9.2005,Met with President Putin and attended ceremonies commemorating VE Day.,,,,2005
147,18,142257519,Europe,Russia,RUS,3745000,87,USA,W. BUSH,,Russia,Moscow,15.11.2006,15.11.2006,Met with President Putin.,,,,2006
148,18,142257519,Europe,Russia,RUS,3745000,124,USA,W. BUSH,,Russia,Sochi,4.5.2008,4.6.2008,Met with President Putin and President-elect Medvedev.,,,,2008
149,18,142257519,Europe,Russia,RUS,3745000,154,USA,OBAMA,,Russia,Moscow,7.6.2009,7.8.2009,Met with President Medvedev and Prime Minister Putin.,,,,2009
152,18,142257519,Europe,Russia,RUS,3745000,764,China,Xi Jinping,,Russia,Vladivostok,9.11.2018,13.9.2018,"China, Russia agree to advance sub-national cooperation, Xi, Putin vow to promote ties regardless of global changes, Xi meets Mongolian president on bilateral ties, Xi calls for strengthening cooperation in Northeast Asia for regional peace, prosperity, Xi's Vladivostok trip injects fresh vigor into China-Russia ties, regional cooperation , Xi calls for strengthening cooperation in Northeast Asia for regional peace, prosperity , Xi, Putin call for promoting China-Russia youth friendship","Xi Jinping, Vladimir Putin, Xi Jinping, Vladimir Putin, Xi Jinping, Khaltmaa Battulga, Xi Jinping, Vladimir Putin, Khaltmaa Battulga, Shinzo Abe,  Lee Nak-yon, Xi Jinping, Vladimir Putin",http://www.xinhuanet.com/english/2018-09/13/c_137463871.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=28839,2018
153,18,142257519,Europe,Russia,RUS,3745000,774,China,Xi Jinping,,Russia,Moscow,7.3.2017,7.4.2017,"Xi arrives in Moscow for state visit to Russia, Stronger China-Russia ties contribute to global stability","Xi Jinping, Vladimir Putin",http://news.xinhuanet.com/english/2017-07/05/c_136420250.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=26825,2017
158,18,142257519,Europe,Russia,RUS,3745000,843,China,Xi Jinping,,Russia,Moscow,22.3.2013,24.3.2013,"#China's new president arrives in Moscow for state visit #Russia, #Chinese, #Russian presidents vow to enhance comprehensive strategic cooperation, Visiting #Chinese President Xi welcomed by #Russian President Putin, Xi, top Russian legislator vow to enhance inter-parliamentary ties #China #Russia, Xi hopes #China, #Russia to boost military ties, #China, #Russia outline cooperation priorities, urge new type of great-power relations, Xi Jinping visits #Russia, meets with Vladimir Putin, makes push for tourism cooperation, Xi Jinping calls for closer #China-#Russia cultural bonds","Xi Jinping, Viktor Ishayev, Xi Jinping, Vladimir Putin, Xi Jinping, Vladimir Putin, Xi Jinping, Sergei Naryshkin, Xi Jinping, Sergei Shoigu, Xi Jinping, Vladimir Putin, Xi Jinping, Vladimir Putin, Xi Jinping",http://news.xinhuanet.com/english/china/2013-03/25/c_124496967.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=16739,2013
160,18,142257519,Europe,Russia,RUS,3745000,855,China,Hu Jintao,,Russia,St. Petersburg,15.6.2011,18.6.2011,"President Hu Jintao Arrives in Russia for State Visit and the St. Petersburg International Economic Forum, Chinese president arrives in Moscow to boost cooperation, President Hu Jintao Meets with Russian Prime Minister Putin, Chinese, Russian presidents hold talks on co-op, Hu calls for dedication to developing China-Russia partnership, China, Russia issue joint statement on major international issues, Chinese, Russian presidents meet for deepening strategic partnership, China, Sri Lanka vow to enhance cooperation, Chinese president calls for joint efforts to address world economic challenges, Chinese president wraps up state visit to Russia","Hu Jintao, Alexander Avdeyev, Hu Jintao, Vladimir Putin, Hu Jintao, Dmitry Medvedev, Hu Jintao, Dmitry Medvedev, Hu Jintao, Dmitry Medvedev, Hu Jintao, Mahinda Rajapakse, Hu Jintao",http://news.xinhuanet.com/english2010/china/2011-06/18/c_13937036.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=11252,2011
161,18,142257519,Europe,Russia,RUS,3745000,866,China,Hu Jintao,,Russia,Moscow,5.8.2010,5.9.2010,"Hu Jintao met with representatives of the Russian war veterans who helped China battle Japanese troops in the World Anti-Fascist War., Hu Jintao met with Russian Prime Minister Vladimir Putin., Hu Jintao joined other state leaders in celebrations marking the 65th anniversary of Russia's victory., Hu Jintao met with Russian President Dmitry Medvedev.","Hu Jintao, Dai Bingguo, Ling Jihua, Ma Xiaotian, Wang Huning, Yang Jiechi, Hu Jintao, Dai Bingguo, Ling Jihua, Ma Xiaotian, Wang Huning, Yang Jiechi, Vladimir Putin, Hu Jintao, Dai Bingguo, Ling Jihua, Ma Xiaotian, Wang Huning, Yang Jiechi, Hu Jintao, Dai Bingguo, Ling Jihua, Wang Huning, Yang Jiechi, Dmitry Medvedev",http://news.xinhuanet.com/english2010/china/2010-05/09/c_13284332.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=8342,2010
164,18,142257519,Europe,Russia,RUS,3745000,900,China,Hu Jintao,,Russia,Kazan,26.3.2007,28.3.2007,"Hu Jintao and Russian President Vladimir Vladimirovich Putin participated in the opening ceremony of the ""Year of China"" in Russia. , Hu Jintao met with Russian Prime Minister Mikhail Fradkov., Hu Jintao met with Boris Gryzlov, chairman of the State Duma of Russia., Hu Jintao met with President of Republic of Tatarstan Mintimer Shaimiyev.","Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Sun Jiazheng, Wu Yi, Vladimir Putin, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Sun Jiazheng, Wu Yi, Mikhail Fradkov, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Sun Jiazheng, Wu Yi, Boris Gryzlov, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Sun Jiazheng, Wu Yi,  Shaimiyev",http://news.xinhuanet.com/english/2007-03/29/content_5909711.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5801,2007
166,18,142257519,Europe,Russia,RUS,3745000,933,China,Hu Jintao,,Russia,Novosibirsk,30.6.2005,7.3.2005,"Hu Jintao met with Russian President Vladimir Putin., Hu Jintao met with Sergei Mironov, chairman of the Federation Council of Russia., Hu Jintao and Russian President Vladimir Putin signed a joint statement on a new world order in the 21st century after their talks., Hu Jintao held talks with Russian Prime Minister Mikhail Fradkov., Hu Jintao met with Anatoliy Kvashnin, Russian President Vladimir Putin's representative in the Siberian Federal District and Viktor Tolokonsky, governor of Novosibirskaya Region.","Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Vladimir Putin, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Sergei Mironov, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Vladimir Putin, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Mikhail Fradkov, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Viktor Tolokonsky, Anatoliy Kvashnin",,http://www.chinavitae.com//vip/index.php?mode=show&id=3818,2005
167,18,142257519,Europe,Russia,RUS,3745000,934,China,Hu Jintao,,Russia,Moscow,5.8.2005,5.9.2005,"Hu Jintao met with South Korean President Roh Moo-hyun., Hu Jintao met with Turkmen President Saparmurad Niyazov., Hu Jintao made remarks during a meeting with Russian veterans who helped China force out the Japanese during World War II., Hu Jintao met with Romanian President Traian Bbasescu., Hu Jintao met with French President Jacques Chirac., Hu Jintao met with Russian President Vladimir Putin., Hu Jintao attended a celebration ceremony marking the 60th anniversary of the victory of Russia's Great Patriotic War.","Hu Jintao, Tang Jiaxuan,  Roh Moo-hyun, Hu Jintao, Tang Jiaxuan, Saparmurad Niyazov, Hu Jintao, Tang Jiaxuan, Hu Jintao, Tang Jiaxuan, Traian Bbasescu, Hu Jintao, Tang Jiaxuan, Jacques Chirac, Hu Jintao, Tang Jiaxuan, Vladimir Putin, Hu Jintao, Tang Jiaxuan",,http://www.chinavitae.com//vip/index.php?mode=show&id=3545,2005
169,18,142257519,Europe,Russia,RUS,3745000,974,China,Jiang Zemin,,Russia,"Moscov, Volgograd",16.7.2001,17.7.2001,"European Tour, singing a friendship pact",Vladimir Putin,https://www.nytimes.com/2001/07/17/world/russia-and-china-sign-friendship-pact.html,,2001
172,21,5320045,Europe,Norway,-99,364700,164,USA,OBAMA,,Norway,Oslo,12.10.2009,12.11.2009,Met with King Harald V and Queen Sonja. Received the Nobel Peace Prize.,,,,2009
173,21,5320045,Europe,Norway,-99,364700,498,Russia,Dmitry Medvedev,,Norway,,26.4.2010,,Dmitry Medvedev's two-day state visit to Norway has begun,,,http://en.kremlin.ru/events/president/trips/7564,2010
174,21,5320045,Europe,Norway,-99,364700,688,Russia,Putin,,Norway,,11.12.2002,,President Vladimir Putin met with German Federal Chancellor Gerhard Schroeder,,,http://en.kremlin.ru/events/president/trips/45464,2002
178,25,54841552,Africa,South Africa,ZAF,739100,38,USA,W. BUSH,,South Africa,Pretoria,7.8.2003,7.10.2003,Met with President Mbeki.,,,,2003
179,25,54841552,Africa,South Africa,ZAF,739100,200,USA,OBAMA,,South Africa,"Johannesburg, Pretoria, Cape Town",28.6.2013,7.1.2013,"Met with President Jacob Zuma and with members of the Mandela family. 
Visited Robben Island.",,,,2013
180,25,54841552,Africa,South Africa,ZAF,739100,205,USA,OBAMA,,South Africa,Johannesburg,9.5.2013,9.6.2013,Attended memorial service for former President Nelson Mandela.,,,,2013
183,25,54841552,Africa,South Africa,ZAF,739100,603,Russia,Putin,,South Africa,,9.5.2006,,Vladimir Putin has held talks with President of South Africa Thabo Mbeki,,,http://en.kremlin.ru/events/president/trips/45593,2006
